run,crossing_mean,max_peds,vision_range,stoch_variable,strategy,mean
126,0.7994140625,32.0,4.30859375,0.062392578125,Reactive,0.0666
127,0.7994140625,35.0,4.69921875,0.062392578125,Reactive,0.0724
128,0.7994140625,35.0,4.30859375,0.179072265625,Reactive,0.0906
129,0.7994140625,35.0,4.30859375,0.062392578125,Reactive,0.0794
130,0.7630859375,52.0,2.69921875,0.034072265625,Reactive,0.0738
131,0.4994140625,52.0,2.69921875,0.034072265625,Reactive,0.0938
132,0.7630859375,55.0,2.69921875,0.034072265625,Reactive,0.0948
133,0.7630859375,52.0,2.30859375,0.034072265625,Reactive,0.098
134,0.7630859375,52.0,2.69921875,0.207392578125,Reactive,0.0892
135,0.7630859375,55.0,2.30859375,0.207392578125,Reactive,0.0744
136,0.4994140625,52.0,2.30859375,0.207392578125,Reactive,0.0718
137,0.4994140625,55.0,2.69921875,0.207392578125,Reactive,0.0868
138,0.4994140625,55.0,2.30859375,0.034072265625,Reactive,0.089
139,0.4994140625,55.0,2.30859375,0.207392578125,Reactive,0.0908
140,0.6130859375,22.0,5.69921875,0.251572265625,Reactive,0.0514
141,0.3494140625,22.0,5.69921875,0.251572265625,Reactive,0.0494
142,0.6130859375,45.0,5.69921875,0.251572265625,Reactive,0.0746
143,0.6130859375,22.0,5.30859375,0.251572265625,Reactive,0.0522
144,0.6130859375,22.0,5.69921875,0.279892578125,Reactive,0.0416
145,0.6130859375,45.0,5.30859375,0.279892578125,Reactive,0.086
146,0.3494140625,22.0,5.30859375,0.279892578125,Reactive,0.0536
147,0.3494140625,45.0,5.69921875,0.279892578125,Reactive,0.0886
148,0.3494140625,45.0,5.30859375,0.251572265625,Reactive,0.0806
149,0.3494140625,45.0,5.30859375,0.279892578125,Reactive,0.08
150,0.3130859375,42.0,3.69921875,0.106572265625,Reactive,0.0898
151,0.6494140625,42.0,3.69921875,0.106572265625,Reactive,0.073
152,0.3130859375,25.0,3.69921875,0.106572265625,Reactive,0.055
153,0.3130859375,42.0,3.30859375,0.106572265625,Reactive,0.0778
154,0.3130859375,42.0,3.69921875,0.134892578125,Reactive,0.0808
155,0.3130859375,25.0,3.30859375,0.134892578125,Reactive,0.0594
156,0.6494140625,42.0,3.30859375,0.134892578125,Reactive,0.0826
157,0.6494140625,25.0,3.69921875,0.134892578125,Reactive,0.0596
158,0.6494140625,25.0,3.30859375,0.106572265625,Reactive,0.0502
159,0.6494140625,25.0,3.30859375,0.134892578125,Reactive,0.0612
160,0.2755859375,35.0,5.94921875,0.015947265625,Reactive,0.0776
161,0.2369140625,35.0,5.94921875,0.015947265625,Reactive,0.0744
162,0.2755859375,22.0,5.94921875,0.015947265625,Reactive,0.0566
163,0.2755859375,35.0,4.05859375,0.015947265625,Reactive,0.0802
164,0.2755859375,35.0,5.94921875,0.080517578125,Reactive,0.0848
165,0.2755859375,22.0,4.05859375,0.080517578125,Reactive,0.0564
166,0.2369140625,35.0,4.05859375,0.080517578125,Reactive,0.0602
167,0.2369140625,22.0,5.94921875,0.080517578125,Reactive,0.0534
168,0.2369140625,22.0,4.05859375,0.015947265625,Reactive,0.0532
169,0.2369140625,22.0,4.05859375,0.080517578125,Reactive,0.0454
170,0.5755859375,55.0,3.94921875,0.160947265625,Reactive,0.078
171,0.5369140625,55.0,3.94921875,0.160947265625,Reactive,0.0822
172,0.5755859375,42.0,3.94921875,0.160947265625,Reactive,0.0778
173,0.5755859375,55.0,2.05859375,0.160947265625,Reactive,0.0876
174,0.5755859375,55.0,3.94921875,0.225517578125,Reactive,0.0978
175,0.5755859375,42.0,2.05859375,0.225517578125,Reactive,0.0892
176,0.5369140625,55.0,2.05859375,0.225517578125,Reactive,0.0804
177,0.5369140625,42.0,3.94921875,0.225517578125,Reactive,0.077
178,0.5369140625,42.0,2.05859375,0.160947265625,Reactive,0.064
179,0.5369140625,42.0,2.05859375,0.225517578125,Reactive,0.08
180,0.7255859375,25.0,4.94921875,0.088447265625,Reactive,0.0596
181,0.6869140625,25.0,4.94921875,0.088447265625,Reactive,0.0566
182,0.7255859375,52.0,4.94921875,0.088447265625,Reactive,0.081
183,0.7255859375,25.0,5.05859375,0.088447265625,Reactive,0.0518
184,0.7255859375,25.0,4.94921875,0.298017578125,Reactive,0.0536
185,0.7255859375,52.0,5.05859375,0.298017578125,Reactive,0.0804
186,0.6869140625,25.0,5.05859375,0.298017578125,Reactive,0.0628
187,0.6869140625,52.0,4.94921875,0.298017578125,Reactive,0.0878
188,0.6869140625,52.0,5.05859375,0.088447265625,Reactive,0.0982
189,0.6869140625,52.0,5.05859375,0.298017578125,Reactive,0.0704
190,0.4255859375,45.0,2.94921875,0.233447265625,Reactive,0.0884
191,0.3869140625,45.0,2.94921875,0.233447265625,Reactive,0.0886
192,0.4255859375,32.0,2.94921875,0.233447265625,Reactive,0.0676
193,0.4255859375,45.0,3.05859375,0.233447265625,Reactive,0.0736
194,0.4255859375,45.0,2.94921875,0.153017578125,Reactive,0.087
195,0.4255859375,32.0,3.05859375,0.153017578125,Reactive,0.0806
196,0.3869140625,45.0,3.05859375,0.153017578125,Reactive,0.0788
197,0.3869140625,32.0,2.94921875,0.153017578125,Reactive,0.0728
198,0.3869140625,32.0,3.05859375,0.233447265625,Reactive,0.0718
199,0.3869140625,32.0,3.05859375,0.153017578125,Reactive,0.0662
200,0.3505859375,20.0,3.44921875,0.269697265625,Reactive,0.0438
201,0.4619140625,20.0,3.44921875,0.269697265625,Reactive,0.0526
202,0.3505859375,27.0,3.44921875,0.269697265625,Reactive,0.0672
203,0.3505859375,20.0,5.55859375,0.269697265625,Reactive,0.0508
204,0.3505859375,20.0,3.44921875,0.261767578125,Reactive,0.0492
205,0.3505859375,27.0,5.55859375,0.261767578125,Reactive,0.06
206,0.4619140625,20.0,5.55859375,0.261767578125,Reactive,0.0402
207,0.4619140625,27.0,3.44921875,0.261767578125,Reactive,0.0628
208,0.4619140625,27.0,5.55859375,0.269697265625,Reactive,0.0632
209,0.4619140625,27.0,5.55859375,0.261767578125,Reactive,0.061
210,0.6505859375,40.0,5.44921875,0.124697265625,Reactive,0.0866
211,0.7619140625,40.0,5.44921875,0.124697265625,Reactive,0.094
212,0.6505859375,47.0,5.44921875,0.124697265625,Reactive,0.101
213,0.6505859375,40.0,3.55859375,0.124697265625,Reactive,0.0764
214,0.6505859375,40.0,5.44921875,0.116767578125,Reactive,0.0616
215,0.6505859375,47.0,3.55859375,0.116767578125,Reactive,0.0718
216,0.7619140625,40.0,3.55859375,0.116767578125,Reactive,0.084
217,0.7619140625,47.0,5.44921875,0.116767578125,Reactive,0.0904
218,0.7619140625,47.0,3.55859375,0.124697265625,Reactive,0.0804
219,0.7619140625,47.0,3.55859375,0.116767578125,Reactive,0.0636
220,0.5005859375,30.0,2.44921875,0.197197265625,Reactive,0.065
221,0.6119140625,30.0,2.44921875,0.197197265625,Reactive,0.0648
222,0.5005859375,57.0,2.44921875,0.197197265625,Reactive,0.0946
223,0.5005859375,30.0,4.55859375,0.197197265625,Reactive,0.059
224,0.5005859375,30.0,2.44921875,0.044267578125,Reactive,0.0614
225,0.5005859375,57.0,4.55859375,0.044267578125,Reactive,0.0908
226,0.6119140625,30.0,4.55859375,0.044267578125,Reactive,0.0698
227,0.6119140625,57.0,2.44921875,0.044267578125,Reactive,0.1046
228,0.6119140625,57.0,4.55859375,0.197197265625,Reactive,0.086
229,0.6119140625,57.0,4.55859375,0.044267578125,Reactive,0.099
230,0.2005859375,50.0,4.44921875,0.052197265625,Reactive,0.0938
231,0.3119140625,50.0,4.44921875,0.052197265625,Reactive,0.0802
232,0.2005859375,37.0,4.44921875,0.052197265625,Reactive,0.0692
233,0.2005859375,50.0,2.55859375,0.052197265625,Reactive,0.0856
234,0.2005859375,50.0,4.44921875,0.189267578125,Reactive,0.0758
235,0.2005859375,37.0,2.55859375,0.189267578125,Reactive,0.0702
236,0.3119140625,50.0,2.55859375,0.189267578125,Reactive,0.0788
237,0.3119140625,37.0,4.44921875,0.189267578125,Reactive,0.0748
238,0.3119140625,37.0,2.55859375,0.052197265625,Reactive,0.0784
239,0.3119140625,37.0,2.55859375,0.189267578125,Reactive,0.0778
240,0.20087890625,35.0,3.791015625,0.151176757813,Reactive,0.0548
241,0.53427734375,35.0,3.791015625,0.151176757813,Reactive,0.0614
242,0.20087890625,53.0,3.791015625,0.151176757813,Reactive,0.0962
243,0.20087890625,35.0,2.966796875,0.151176757813,Reactive,0.0716
244,0.20087890625,35.0,3.791015625,0.180346679687,Reactive,0.0638
245,0.20087890625,53.0,2.966796875,0.180346679687,Reactive,0.0806
246,0.53427734375,35.0,2.966796875,0.180346679687,Reactive,0.0598
247,0.53427734375,53.0,3.791015625,0.180346679687,Reactive,0.0756
248,0.53427734375,53.0,2.966796875,0.151176757813,Reactive,0.0984
249,0.53427734375,53.0,2.966796875,0.180346679687,Reactive,0.0914
