# This is a generated file to store info about the model
# Light strategy: Reactive
# Timesteps of each simulation: 7000
# Crowdedness: Unkown?
iteration,agent_type,unique_id,time_spent
0,Pedestrian,142,597
0,Car,103,916
0,Pedestrian,173,648
0,Pedestrian,197,564
0,Pedestrian,131,652
0,Pedestrian,139,674
0,Pedestrian,137,667
0,Pedestrian,102,618
0,Pedestrian,88,1167
0,Pedestrian,200,659
0,Car,110,1193
0,Car,135,1138
0,Pedestrian,156,594
0,Pedestrian,181,1027
0,Pedestrian,218,885
0,Pedestrian,136,1646
0,Pedestrian,192,728
0,Car,120,1894
0,Car,158,1924
0,Pedestrian,194,1377
0,Car,150,2397
0,Pedestrian,229,1188
0,Pedestrian,176,1321
0,Pedestrian,118,2460
0,Pedestrian,201,2582
0,Car,179,3001
0,Pedestrian,180,2271
0,Pedestrian,193,2550
0,Pedestrian,205,2852
0,Car,166,3486
0,Pedestrian,99,895
0,Pedestrian,140,3516
0,Pedestrian,209,3380
0,Pedestrian,223,3169
0,Car,227,3373
0,Car,238,2972
0,Car,236,3426
0,Pedestrian,184,3818
0,Car,244,2685
0,Pedestrian,246,1131
0,Car,249,3208
0,Pedestrian,250,2014
0,Pedestrian,126,4897
0,Car,243,3808
0,Pedestrian,210,4995
1,Pedestrian,7,262
1,Pedestrian,8,253
1,Pedestrian,10,259
1,Pedestrian,15,276
1,Pedestrian,12,299
1,Pedestrian,11,331
1,Car,26,269
1,Car,41,240
1,Car,53,197
1,Car,61,203
1,Pedestrian,18,404
1,Pedestrian,28,281
1,Pedestrian,27,271
1,Pedestrian,30,280
1,Pedestrian,17,252
1,Pedestrian,19,298
1,Pedestrian,9,276
1,Pedestrian,22,297
1,Pedestrian,34,251
1,Pedestrian,33,304
1,Pedestrian,16,275
1,Pedestrian,21,308
1,Pedestrian,25,266
1,Pedestrian,29,267
1,Pedestrian,32,266
1,Pedestrian,51,301
1,Pedestrian,14,290
1,Pedestrian,24,281
1,Pedestrian,44,316
1,Pedestrian,13,342
1,Pedestrian,39,267
1,Pedestrian,23,449
1,Pedestrian,38,270
1,Pedestrian,69,266
1,Pedestrian,58,330
1,Pedestrian,20,297
1,Pedestrian,40,413
1,Pedestrian,54,329
1,Pedestrian,59,347
1,Pedestrian,62,327
1,Pedestrian,45,307
1,Pedestrian,66,326
1,Pedestrian,60,263
1,Pedestrian,72,277
1,Pedestrian,71,308
1,Pedestrian,56,289
1,Pedestrian,35,277
1,Pedestrian,31,327
1,Pedestrian,70,304
1,Pedestrian,37,294
1,Pedestrian,50,323
1,Pedestrian,75,320
1,Pedestrian,79,306
1,Pedestrian,36,303
1,Pedestrian,49,334
1,Pedestrian,48,339
1,Pedestrian,74,346
1,Pedestrian,42,323
1,Pedestrian,47,364
1,Pedestrian,46,364
1,Pedestrian,43,334
1,Pedestrian,68,398
1,Pedestrian,63,446
1,Pedestrian,81,365
1,Pedestrian,52,505
1,Car,88,405
1,Car,91,464
1,Pedestrian,67,401
1,Pedestrian,57,415
1,Pedestrian,82,282
1,Pedestrian,78,319
1,Pedestrian,73,322
1,Pedestrian,65,372
1,Pedestrian,64,625
1,Pedestrian,90,307
1,Pedestrian,86,310
1,Pedestrian,84,575
1,Pedestrian,92,265
1,Pedestrian,55,614
1,Pedestrian,77,288
1,Pedestrian,76,292
1,Pedestrian,108,518
1,Pedestrian,106,357
1,Pedestrian,89,309
1,Pedestrian,107,530
1,Pedestrian,85,520
1,Car,101,789
1,Pedestrian,109,286
1,Pedestrian,118,294
1,Pedestrian,93,311
1,Pedestrian,131,685
1,Pedestrian,87,567
1,Pedestrian,134,292
1,Pedestrian,130,499
1,Pedestrian,104,827
1,Pedestrian,160,554
1,Pedestrian,147,555
1,Pedestrian,149,654
1,Pedestrian,132,655
1,Car,114,941
1,Pedestrian,153,650
1,Pedestrian,173,297
1,Pedestrian,208,549
1,Pedestrian,103,635
1,Pedestrian,210,670
1,Pedestrian,218,623
1,Pedestrian,192,746
1,Pedestrian,169,790
1,Pedestrian,176,852
1,Pedestrian,219,891
1,Pedestrian,172,862
1,Pedestrian,188,1053
1,Pedestrian,226,573
1,Pedestrian,227,590
1,Car,136,1401
1,Pedestrian,127,1222
1,Pedestrian,240,291
1,Car,122,1710
1,Pedestrian,235,562
1,Pedestrian,157,1678
1,Pedestrian,111,1810
1,Pedestrian,123,1816
1,Pedestrian,164,1888
1,Pedestrian,117,2173
1,Car,142,2311
1,Pedestrian,198,2322
1,Pedestrian,247,957
1,Car,154,2650
1,Car,201,2888
1,Car,180,3379
1,Car,234,2965
1,Car,232,3194
1,Pedestrian,221,3452
1,Pedestrian,245,2551
1,Car,249,3063
1,Car,252,3205
1,Pedestrian,189,4171
1,Pedestrian,229,4216
1,Car,259,3264
1,Pedestrian,190,4887
1,Pedestrian,248,4320
1,Pedestrian,139,5736
1,Car,262,3037
1,Car,265,2277
1,Pedestrian,174,5378
2,Car,20,219
2,Car,25,220
2,Car,44,163
2,Car,53,127
2,Pedestrian,12,265
2,Pedestrian,8,247
2,Pedestrian,15,248
2,Pedestrian,13,270
2,Pedestrian,11,268
2,Pedestrian,10,295
2,Pedestrian,17,262
2,Pedestrian,34,260
2,Pedestrian,27,270
2,Pedestrian,29,286
2,Pedestrian,9,339
2,Pedestrian,14,290
2,Pedestrian,33,298
2,Pedestrian,37,295
2,Pedestrian,42,280
2,Pedestrian,30,330
2,Pedestrian,35,248
2,Pedestrian,54,323
2,Pedestrian,22,265
2,Pedestrian,68,251
2,Pedestrian,23,334
2,Pedestrian,51,341
2,Pedestrian,62,294
2,Pedestrian,32,284
2,Pedestrian,64,285
2,Pedestrian,31,348
2,Pedestrian,19,286
2,Pedestrian,58,325
2,Pedestrian,18,347
2,Pedestrian,26,284
2,Pedestrian,39,303
2,Pedestrian,47,396
2,Pedestrian,73,260
2,Pedestrian,24,303
2,Pedestrian,52,376
2,Pedestrian,7,309
2,Pedestrian,60,343
2,Pedestrian,16,317
2,Pedestrian,50,394
2,Pedestrian,71,291
2,Car,66,504
2,Pedestrian,46,299
2,Pedestrian,56,321
2,Pedestrian,77,339
2,Pedestrian,61,605
2,Pedestrian,89,483
2,Pedestrian,75,368
2,Pedestrian,90,263
2,Pedestrian,69,314
2,Pedestrian,70,569
2,Pedestrian,72,555
2,Pedestrian,84,531
2,Pedestrian,63,611
2,Pedestrian,59,380
2,Pedestrian,49,346
2,Pedestrian,87,526
2,Pedestrian,74,568
2,Pedestrian,65,619
2,Pedestrian,88,532
2,Pedestrian,28,467
2,Pedestrian,57,326
2,Pedestrian,45,656
2,Pedestrian,48,357
2,Car,100,496
2,Pedestrian,38,674
2,Pedestrian,78,590
2,Pedestrian,79,588
2,Pedestrian,86,564
2,Pedestrian,55,455
2,Pedestrian,41,687
2,Pedestrian,81,599
2,Pedestrian,36,518
2,Pedestrian,43,693
2,Pedestrian,67,661
2,Pedestrian,40,489
2,Pedestrian,80,640
2,Pedestrian,21,497
2,Car,76,805
2,Pedestrian,82,799
2,Pedestrian,94,272
2,Pedestrian,119,510
2,Pedestrian,114,309
2,Pedestrian,153,517
2,Pedestrian,154,515
2,Pedestrian,97,314
2,Pedestrian,149,533
2,Pedestrian,102,293
2,Pedestrian,145,560
2,Pedestrian,103,543
2,Pedestrian,111,589
2,Pedestrian,129,633
2,Pedestrian,120,670
2,Pedestrian,96,315
2,Pedestrian,176,379
2,Pedestrian,121,672
2,Car,108,1063
2,Pedestrian,131,719
2,Pedestrian,133,1081
2,Car,128,1450
2,Car,163,1487
2,Pedestrian,101,1122
2,Pedestrian,202,716
2,Car,125,2033
2,Pedestrian,178,737
2,Car,179,2176
2,Pedestrian,184,2427
2,Pedestrian,200,1729
2,Car,215,2446
2,Car,158,2890
2,Pedestrian,151,1223
2,Pedestrian,157,1493
2,Pedestrian,159,2842
2,Car,226,2799
2,Pedestrian,189,2948
2,Pedestrian,220,2807
2,Pedestrian,194,3404
2,Pedestrian,186,3449
2,Pedestrian,109,3693
2,Car,237,2599
2,Pedestrian,137,3613
2,Car,236,3232
2,Pedestrian,99,921
2,Car,239,3331
2,Car,241,3122
2,Pedestrian,136,4426
2,Pedestrian,210,2957
2,Pedestrian,169,4827
2,Pedestrian,142,5860
2,Pedestrian,192,5619
2,Car,247,3094
2,Car,243,3855
