# This is a generated file to store info about the model
# Light strategy: Simultaneous
# Timesteps of each simulation: 7000
# Crowdedness: Unkown?
iteration,pedestrian_count,car_count,mid_section_count,pedestrians_left,cars_left
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,2,0,0,0,0
0,2,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,4,0,0,0,0
0,4,0,0,0,0
0,4,0,0,0,0
0,6,0,0,0,0
0,6,0,0,0,0
0,6,0,0,0,0
0,7,0,0,0,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,9,1,0,0,0
0,9,1,0,0,0
0,9,1,0,0,0
0,9,1,0,0,0
0,9,1,0,0,0
0,10,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,11,1,0,0,0
0,13,1,0,0,0
0,13,1,0,0,0
0,13,1,0,0,0
0,13,1,0,0,0
0,13,1,0,0,0
0,14,1,0,0,0
0,14,1,0,0,0
0,15,1,0,0,0
0,15,1,0,0,0
0,15,1,0,0,0
0,15,1,0,0,0
0,15,1,0,0,0
0,15,1,0,0,0
0,15,1,0,0,0
0,16,1,0,0,0
0,16,1,0,0,0
0,16,1,0,0,0
0,16,1,0,0,0
0,16,1,0,0,0
0,16,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,17,1,0,0,0
0,18,1,0,0,0
0,18,1,0,0,0
0,19,1,0,0,0
0,19,1,0,0,0
0,20,1,0,0,0
0,20,1,0,0,0
0,20,1,0,0,0
0,20,1,0,0,0
0,21,1,0,0,0
0,22,1,0,0,0
0,23,1,0,0,0
0,23,1,0,0,0
0,23,1,0,0,0
0,23,1,0,0,0
0,24,1,0,0,0
0,24,1,0,0,0
0,24,1,0,0,0
0,25,1,0,0,0
0,25,1,0,0,0
0,25,1,0,0,0
0,25,1,0,0,0
0,25,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,27,1,0,0,0
0,28,1,0,0,0
0,29,1,0,0,0
0,29,1,0,0,0
0,30,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,31,1,0,0,0
0,32,1,0,0,0
0,32,1,0,0,0
0,32,1,0,0,0
0,32,1,0,0,0
0,33,1,0,0,0
0,33,1,0,0,0
0,33,1,0,0,0
0,33,1,0,0,0
0,33,1,1,0,0
0,34,1,1,0,0
0,34,1,1,0,0
0,34,1,1,0,0
0,34,1,1,0,0
0,34,1,1,0,0
0,34,1,1,0,0
0,34,1,1,0,0
0,34,1,0,0,0
0,34,1,0,0,0
0,34,1,0,0,0
0,34,1,1,0,0
0,34,1,2,0,0
0,34,1,2,0,0
0,34,1,2,0,0
0,34,1,2,0,0
0,34,1,2,0,0
0,35,1,3,0,0
0,35,1,3,0,0
0,35,1,4,0,0
0,36,1,4,0,0
0,36,1,4,0,0
0,38,1,4,0,0
0,38,1,5,0,0
0,38,1,5,0,0
0,39,1,5,0,0
0,39,1,5,0,0
0,40,1,5,0,0
0,40,1,5,0,0
0,40,1,5,0,0
0,40,1,5,0,0
0,41,1,5,0,0
0,41,1,5,0,0
0,41,1,6,0,0
0,41,1,7,0,0
0,42,1,7,0,0
0,42,1,7,0,0
0,42,1,8,0,0
0,42,1,8,0,0
0,43,1,8,0,0
0,43,1,8,0,0
0,43,1,8,0,0
0,43,1,8,0,0
0,43,1,8,0,0
0,43,1,8,0,0
0,43,1,8,0,0
0,44,1,9,0,0
0,44,1,9,0,0
0,45,1,9,0,0
0,45,1,9,0,0
0,45,1,9,0,0
0,45,1,9,0,0
0,45,1,9,0,0
0,45,1,9,0,0
0,45,1,9,0,0
0,46,1,9,0,0
0,46,1,9,0,0
0,46,1,9,0,0
0,47,1,9,0,0
0,47,1,9,0,0
0,47,2,9,0,0
0,47,2,9,0,0
0,47,2,10,0,0
0,47,2,10,0,0
0,47,2,10,0,0
0,47,2,11,0,0
0,47,2,11,0,0
0,47,2,11,0,0
0,47,3,11,0,0
0,47,3,11,0,0
0,47,3,11,0,0
0,47,3,11,0,0
0,48,3,11,0,0
0,48,3,11,0,0
0,48,3,10,0,0
0,48,3,10,0,0
0,48,3,11,0,0
0,48,3,12,0,0
0,48,3,12,0,0
0,48,3,12,0,0
0,49,3,13,0,0
0,49,3,13,0,0
0,50,3,12,0,0
0,50,3,12,0,0
0,50,3,12,0,0
0,50,3,13,0,0
0,50,3,13,0,0
0,50,3,13,0,0
0,50,3,13,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,14,0,0
0,50,3,15,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,14,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,3,15,0,0
0,50,4,15,0,0
0,50,4,15,0,0
0,50,4,15,0,0
0,50,4,14,0,0
0,50,4,13,0,0
0,50,4,13,1,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,14,0,0
0,50,4,14,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,14,0,0
0,50,4,14,0,0
0,50,4,14,0,0
0,50,4,14,0,0
0,50,4,10,0,0
0,50,4,11,0,0
0,50,4,11,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,5,12,0,0
0,50,5,12,0,0
0,50,5,12,0,0
0,50,4,12,0,1
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,11,0,0
0,50,4,11,0,0
0,50,4,11,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,13,0,0
0,50,4,12,0,0
0,50,4,12,0,0
0,50,4,13,0,0
0,50,4,13,0,0
